Date,Time,Match,Stars,Odds,HTHG,HTAG,FTHG,FTAG
09/03/2020,19:30,Gaz Metan Medias - CFR Cluj,,3.59,0,0,0,0
10/03/2020,02:05,Boca Juniors - Quindio,,3.14,0,1,1,3
10/03/2020,13:00,Krasnodar 2 - Chertanovo M.,,3.49,0,1,1,2
10/03/2020,17:00,Balikesirspor - Bursaspor,,3.78,0,2,1,3
10/03/2020,20:00,Eibar - Real Sociedad,,3.57,0,1,1,2
11/03/2020,02:05,La Equidad - Dep. Pasto,,3.41,0,0,1,1
11/03/2020,12:00,Kizilcaboluk Spor Kulubu - 52 Orduspor,,3.38,1,0,2,1
11/03/2020,16:00,Enppi - Pyramids,,3.21,0,0,0,1
11/03/2020,18:30,Tanta - Wadi Degla,,2.9,0,0,0,0
11/03/2020,21:00,Atletico F.C. - Huila,,2.94,0,0,1,2
12/03/2020,01:30,Barranquilla - Leones,,3.1,1,0,2,3
12/03/2020,16:00,IR Tanger - Wydad,,3.33,0,0,0,2
12/03/2020,18:00,Berkane - FUS Rabat,,2.75,0,1,0,1
12/03/2020,21:30,Orsomarso - Boca Juniors,,3.18,0,1,1,3
12/03/2020,23:30,Santa Cruz - Botafogo PB,,2.91,1,0,3,0
13/03/2020,17:30,Akhmat Grozny - Dynamo Moscow,,2.96,1,1,2,3
13/03/2020,19:00,Rapide Oued Zem - Renaissance Zemamra,,2.76,1,0,2,1
13/03/2020,21:00,Circulo Deportivo - Camioneros Buenos Aires,,2.62,2,0,2,0
13/03/2020,23:15,Oeste - Botafogo SP,,2.8,0,0,3,0
14/03/2020,20:00,San Miguel - UAI Urquiza,,2.7,0,4,2,4
14/03/2020,22:00,Nautico - Fortaleza,,3.06,0,1,0,3
15/03/2020,14:30,Menemen Bld. - Istanbulspor AS,,2.97,1,1,2,2
15/03/2020,20:00,Sportivo Barracas - Puerto Nuevo,,3.16,0,0,0,1
15/03/2020,23:10,Belgrano - Platense,,3.64,1,1,1,1
16/03/2020,02:00,Central Cordoba - Newells Old Boys,,3.28,0,2,1,2
16/03/2020,17:30,Tambov - FK Krylya Sovetov Samara,,3.04,1,0,3,0
16/03/2020,20:00,San Martin Burzaco - General Lamadrid,,2.97,1,0,2,1
17/03/2020,01:05,Chacarita Juniors - Almagro,,2.71,1,1,1,2
18/03/2020,12:30,Hopaspor - Sultanbeyli,,3.41,0,0,0,1
18/03/2020,19:30,Capital - Sobradinho,,3.55,1,0,4,0
21/03/2020,12:00,Vitebsk - Gorodeja,,3.22,1,0,1,0
21/03/2020,15:00,Onze Bravos - Petro Atletico,,3.03,0,0,0,3
22/03/2020,02:00,Jalapa - Ferretti,,3.43,1,0,2,0
26/03/2020,02:30,Real Madriz - Jalapa,,3.15,0,0,1,0
06/04/2020,01:00,Ferretti - Esteli,,3.77,1,0,1,0
17/04/2020,16:30,Belshina - Smolevichi,,2.67,0,0,1,1
24/04/2020,19:00,Neman - Energetik-BGU,,3.05,0,0,3,0
25/04/2020,13:00,Kopetdag Asgabat - Ahal,,2.97,0,1,0,1
25/04/2020,18:00,Dynamo Brest - Shakhtyor Soligorsk,,3.16,0,1,0,2
01/05/2020,15:00,Smolevichi - Energetik-BGU,,3.15,0,1,0,1
02/05/2020,13:00,FC Minsk - Zhodino,,2.9,1,4,2,5
02/05/2020,15:00,Rukh Brest - Gorodeja,,3.25,0,0,1,1
03/05/2020,03:00,Esteli - Managua FC,,2.89,0,0,1,1
04/05/2020,14:15,Sagadam - Kopetdag Asgabat,,2.88,1,0,1,0
08/05/2020,18:00,Gorodeja - FC Minsk,,3.11,1,1,1,1
09/05/2020,16:00,Neman - Rukh Brest,,2.95,0,2,2,4
10/05/2020,03:00,Managua FC - Esteli,,3.2,0,0,1,3
16/05/2020,09:30,Daegu - Pohang,,3.08,0,1,1,1
16/05/2020,13:00,Bochum - Heidenheim,,3.41,2,0,3,0
16/05/2020,15:30,Augsburg - Wolfsburg,,3.74,0,1,1,2
17/05/2020,09:00,Seoul E. - Gyeongnam,,3.36,0,0,2,2
17/05/2020,12:00,Seongnam - Incheon,,3.06,0,0,0,0
17/05/2020,14:00,Belshina - Vitebsk,,2.92,0,0,1,1
19/05/2020,12:00,Brest 2 - BATE 2,,3.44,1,4,2,6
20/05/2020,23:00,Grecia - Zeledon,,3.36,0,0,1,0
21/05/2020,18:00,Neman - Zhodino,,3.3,1,1,3,1
22/05/2020,17:00,Slavia Mozyr - Gorodeja,,3.15,0,1,1,1
23/05/2020,09:00,Jeju Utd - Daejeon,,3.34,1,0,2,3
23/05/2020,11:30,Ansan Greeners - Bucheon FC 1995,,3.1,0,1,0,2
23/05/2020,13:00,Vitebsk - Din. Minsk,,3.15,1,1,1,1
24/05/2020,09:00,Anyang - Gyeongnam,,3.5,1,1,2,3
24/05/2020,18:00,Ramat Hasharon (Isr) - Hapoel Petah Tikva (Isr),,3.56,0,0,1,4
26/05/2020,18:30,Wehen - Sandhausen,,3.21,0,1,0,1
26/05/2020,21:00,Honved - MTK Budapest,,3.31,0,0,0,0
27/05/2020,12:30,Suwon City - Gyeongnam,,3.7,1,0,3,1
27/05/2020,18:00,Opava - Karvina,,3.05,0,0,0,0
27/05/2020,20:30,Dusseldorf - Schalke,,3.41,0,0,2,1
28/05/2020,20:30,Stuttgart - Hamburger SV,,3.45,0,2,3,2
29/05/2020,12:30,Daegu - Sangju Sangmu,,3.39,0,0,1,1
29/05/2020,19:00,Gorodeja - Neman,,3,0,0,0,2
29/05/2020,20:30,Pogon Szczecin - Zaglebie,,3.26,0,3,0,3
30/05/2020,09:00,Jeonnam - Anyang,,3.1,0,1,1,1
30/05/2020,11:30,Gyeongnam - Daejeon,,3.38,0,0,2,2
30/05/2020,13:00,Sandhausen - Hannover,,3.35,0,0,3,1
30/05/2020,16:00,Belshina - Slavia Mozyr,,3.44,2,1,2,3
30/05/2020,20:30,FK Podgorica - Iskra,,2.8,0,0,0,0
31/05/2020,11:30,Asan - Seoul E.,,3.14,0,1,0,1
31/05/2020,14:00,Preussen Munster - Hallescher,,3.23,3,0,4,2
31/05/2020,19:30,Macva - FK Vozdovac,,3.1,0,0,0,1
01/06/2020,19:00,Nof Hagalil - Hapoel Umm al-Fahm,,3.17,1,1,1,1
02/06/2020,15:00,Merw - Sagadam,,3.3,0,1,1,2
02/06/2020,18:00,Jablonec - Liberec,,3.37,0,0,0,1
02/06/2020,20:30,Unterhaching - Ingolstadt,,3.15,1,1,1,2
03/06/2020,16:00,Al Jazira - Al Nawaeir,,2.74,0,0,0,0
03/06/2020,18:00,Ceske Budejovice - Sigma Olomouc,,3.24,0,0,2,0
03/06/2020,20:00,Portimonense - Gil Vicente,,3.19,0,0,1,0
04/06/2020,01:10,Santos DG - Zeledon,,4.28,1,0,3,1
04/06/2020,19:00,Maritimo - Setubal,,3.06,1,0,1,1
05/06/2020,12:30,Incheon - Gangwon,,3.45,1,1,1,2
05/06/2020,18:30,Bochum - St. Pauli,,3.4,1,0,2,0
05/06/2020,20:00,Levski Sofia - Ludogorets,,3.47,0,0,0,1
05/06/2020,22:15,Aves - Belenenses,,3.19,0,2,0,2
06/06/2020,12:00,Busan - Sangju Sangmu,,3.45,1,0,1,1
06/06/2020,14:00,Zwickau - Hallescher,,3.41,1,0,5,1
06/06/2020,17:00,St. Polten - Austria Vienna,,3.48,0,1,1,1
06/06/2020,22:15,Boavista - Moreirense,,3.03,0,0,0,1
07/06/2020,12:00,Seongnam - Daegu,,2.89,0,0,1,2
07/06/2020,14:00,Naestved - Koge,,3.37,0,0,2,1
07/06/2020,18:00,Grbalj - Titograd,,2.78,0,0,0,0
07/06/2020,20:00,OFK Petrovac - Iskra,,4.71,3,1,4,1
08/06/2020,13:30,Lori - Shirak Gyumri,,3.03,1,0,1,1
08/06/2020,19:00,Lamia - Panetolikos,,2.82,1,0,2,0
09/06/2020,18:30,SG Dynamo Dresden - Greuther Furth,,3.59,0,1,1,1
09/06/2020,20:30,Austria Vienna - Altach,,3.71,0,1,0,2
10/06/2020,17:00,Cukaricki - Vojvodina,,2.99,0,1,0,1
10/06/2020,19:00,Hapoel Umm al-Fahm - M. Nazareth,,3.14,0,0,0,0
11/06/2020,19:00,Hapoel Petah Tikva - Ashkelon,,3.05,0,0,1,0
11/06/2020,22:00,Sevilla - Betis,,3.55,0,0,2,0
12/06/2020,15:00,Lori - Alashkert,,3.05,0,1,0,2
12/06/2020,19:30,Fuenlabrada - Tenerife,,2.81,1,0,1,0
12/06/2020,21:45,R. Oviedo - Ponferradina,,2.97,0,0,0,0
13/06/2020,11:30,Seoul E. - Daejeon,,3.37,1,0,1,0
13/06/2020,13:00,Nurnberg - Greuther Furth,,3.63,0,0,0,1
13/06/2020,17:00,Racing Santander - Lugo,,2.9,1,0,1,2
13/06/2020,19:30,Las Palmas - Girona,,2.98,0,0,0,0
14/06/2020,12:00,Gwangju FC - Busan,,3.1,0,1,3,1
14/06/2020,14:00,Ath Bilbao - Atl. Madrid,,2.95,0,0,1,1
14/06/2020,17:00,Mirandes - Numancia,,3.1,1,0,2,1
14/06/2020,18:45,Hapoel Bnei Lod - H. Akko,,3,1,0,2,1
14/06/2020,21:30,Cadiz CF - Rayo Vallecano,,2.95,0,0,1,1
15/06/2020,19:30,Ponferradina - Elche,,2.93,1,1,2,1
15/06/2020,21:30,Tenerife - Málaga,,2.9,0,0,0,0
16/06/2020,12:30,Seongnam - Suwon Bluewings,,2.91,0,2,0,2
16/06/2020,16:00,Chrobry Glogow - GKS Jastrzebie,,3.03,0,0,0,0
16/06/2020,19:30,Lugo - Zaragoza,,3.28,0,1,1,3
17/06/2020,13:00,Busan - Daegu,,3.7,1,1,2,2
17/06/2020,19:30,R. Oviedo - Dep. La Coruna,,2.99,2,1,2,2
17/06/2020,21:45,Rayo Vallecano - Fuenlabrada,,3.08,0,0,1,0
18/06/2020,19:00,Nof Hagalil - Hapoel Umm al-Fahm,,3.05,0,2,1,3
18/06/2020,21:45,Alcorcon - Gijon,,2.89,0,2,0,2
19/06/2020,17:00,FK Krylya Sovetov Samara - Akhmat Grozny,,2.9,1,0,2,4
19/06/2020,19:30,Elche - Girona,,2.94,0,0,1,0
20/06/2020,12:00,Daejeon - Jeonnam,,3,0,0,2,0
20/06/2020,13:30,Middlesbrough - Swansea,,3.16,0,3,0,3
20/06/2020,17:00,Dep. La Coruna - Rayo Vallecano,,2.9,0,2,3,3
20/06/2020,19:00,Balikesirspor - Menemen Bld.ano,,3.15,0,0,0,1
20/06/2020,21:45,Malaga - Extremadura,,2.99,1,0,1,1
21/06/2020,11:00,Incheon - Busan,,3.23,0,0,0,1
21/06/2020,15:00,Newcastle - Sheffield Utd,,3.13,3,0,3,0
21/06/2020,17:00,Racing Santander - Tenerife,,2.98,0,1,1,2
21/06/2020,19:00,Boluspor - Altinordu,,2.99,0,0,0,0
21/06/2020,21:45,Fuenlabrada - Numancia,,2.94,1,0,2,0
22/06/2020,16:00,Academica Clinceni - Chindia Targoviste,,3.06,0,0,1,0
22/06/2020,19:00,Hapoel Umm al-Fahm - H. Akko,,2.85,1,0,1,0
22/06/2020,21:45,Gijon - R. Oviedo,,3.04,0,0,0,1
23/06/2020,19:30,Lugo-Malaga,,2.86,0,0,0,0
23/06/2020,21:45,Extremadura-Zaragoza,,3.1,1,1,2,0
24/06/2020,16:00,Shinnik Yaroslavl - Ural,,3.66,0,1,0,2
24/06/2020,19:30,Tenerife - Mirandes,,3.2,2,0,4,1
24/06/2020,21:45,Albacete - Las Palmas,,2.84,0,0,0,0
25/06/2020,19:30,Almería-Alcorcón,,3.17,0,1,0,1
25/06/2020,21:45,Oviedo-Fuenlabrada,,2.8,0,0,0,0
26/06/2020,15:00,Chrobry Glogow - Sandecja Nowy,,3.18,0,0,1,0
26/06/2020,19:00,Gaz Metan Medias - FC Botosani,,2.99,0,2,0,2
26/06/2020,21:00,Venezia - Ascoli,,3.25,1,1,2,1
27/06/2020,12:00,Busan-Seognam,,2.89,0,1,1,1
27/06/2020,13:30,Aston Vila - Wolves,,3.48,0,0,0,1
27/06/2020,17:00,Deportivo-Ponferradina,,2.83,0,0,2,1
27/06/2020,19:30,Las Palmas - Elche,,2.92,0,0,1,1
27/06/2020,21:45,Racing - Albacete,,2.8,1,0,1,2
28/06/2020,11:00,Jeonnam - Suwon City,,3.45,0,0,1,2
28/06/2020,15:00,Zhodino - Vitebsk,,3.12,0,0,1,0
28/06/2020,17:00,Mirandes - Almeria,,3.05,1,2,2,2
28/06/2020,19:30,Malaga - Girona,,2.88,1,0,1,0
28/06/2020,21:45,Fuenlabrada - Extremadura,,2.96,1,1,1,1
29/06/2020,18:45,Salernitana - Cremonese,,3.03,0,1,3,3
29/06/2020,21:00,Alcorcon-Rayo,,2.95,1,0,3,2
30/06/2020,18:00,Adanspor-Altinordu,,3.63,0,0,0,0
30/06/2020,19:30,Tenerife-Depor,,3.28,0,0,1,1
30/06/2020,21:45,Elche-Cadiz,,2.83,0,0,0,0
01/07/2020,12:00,Jeonnam - Gyeongnam,,3,0,0,4,0
01/07/2020,14:00,Ufa - Rubin Kazan,,2.79,0,0,0,0
01/07/2020,16:30,Boluspor - Hatayspor,,3.25,0,0,1,0
01/07/2020,19:30,R. Oviedo - Mirandes,,3.06,1,0,1,0
01/07/2020,21:45,Ponferradina - Fuenlabrada,,2.82,0,0,0,3
02/07/2020,18:00,Hull - Middlesbrough,,3.29,1,1,2,1
02/07/2020,20:00,Albacete - Alcorcon,,2.92,0,1,1,1
02/07/2020,21:45,Rayo Vallecano - Malaga,,3.55,0,0,0,0
03/07/2020,17:45,Botev Vratsa - Arda,,2.94,0,0,0,0
03/07/2020,19:30,Girona - Zaragoza,,3.2,0,0,1,0
03/07/2020,21:15,Charlton - Millwall,,3.09,0,0,0,1
04/07/2020,11:00,Jeonnam - Ansan Greeners,,3.13,1,0,4,0
04/07/2020,13:00,Suwon Bluewings - Seoul,,3.13,3,1,3,3
04/07/2020,15:30,Dynamo Moscow - Arsenal Tula,,3.24,0,1,0,1
04/07/2020,17:00,Numancia - Extremadura UD,,3.05,1,0,1,0
04/07/2020,19:30,Almeria - Tenerife,,3.05,1,1,1,2
04/07/2020,21:45,Fuenlabrada - Mirandes,,2.91,0,0,2,2
05/07/2020,12:00,Tochigi - Verdy,,2.79,0,0,1,1
05/07/2020,14:00,Ath Bilbao - Real Madrid,,3.49,0,0,0,1
05/07/2020,15:30,Ufa - Ural,,2.88,0,0,1,1
05/07/2020,17:00,Dep. La Coruna - Huesca,,2.98,2,1,2,1
05/07/2020,19:30,Malaga - Albacete,,2.81,0,0,0,0
05/07/2020,21:45,Alcorcon - Lugo,,3.05,1,0,2,2
06/07/2020,12:00,Gia Lai - Hong Linh Ha Tinh,,3.28,1,0,1,0
06/07/2020,18:30,Lamia - Xanthi FC,,2.9,0,0,0,0
06/07/2020,21:45,Zaragoza - Rayo Vallecano,,3.17,1,1,2,4
07/07/2020,16:00,Alashkert - Lori,,2.92,1,1,5,1
07/07/2020,19:30,Mirandes - Elche,,3.05,0,0,1,0
07/07/2020,22:00,Celta Vigo - Atl. Madrid,,3.35,0,1,1,1
08/07/2020,19:30,Malaga - Dep. La Coruna,,2.69,0,0,1,0
08/07/2020,21:45,Ponferradina - Lugo,,2.81,0,0,0,1
08/07/2020,01:30,Chapecoense-SC - Avai,,2.81,0,0,2,0
09/07/2020,16:00,Ural - Dynamo Moscow,,3.02,1,1,2,1
09/07/2020,19:30,Albacete - Gijon,,2.57,0,1,1,1
09/07/2020,22:00,Ath Bilbao - Sevilla,,3.05,1,0,1,2
10/07/2020,19:30,FC Botosani - Astra,,3.37,0,0,0,0
10/07/2020,21:00,Empoli - Frosinone,,3.15,1,0,2,0
11/07/2020,12:00,Kusatsu - Machida,,3.11,0,0,0,1
11/07/2020,16:30,FC Hermannstadt - FC Voluntari,,3.05,1,0,2,1
11/07/2020,18:15,Lamia - AEL Larissa,,2.68,0,0,0,0
11/07/2020,20:15,Belenenses - Moreirense,,3.14,0,0,0,1
12/07/2020,15:30,Lokomotiv Moscow - Ufa,,3.78,0,1,1,1
12/07/2020,19:30,Numancia - Ponferradina,,2.89,0,0,1,0
12/07/2020,21:45,Zaragoza - R. Oviedo,,3.13,0,2,2,4
13/07/2020,19:30,Gijon - Malaga,,2.56,2,0,2,1
13/07/2020,21:45,Elche - Albacete,,2.85,0,0,2,0
14/07/2020,20:45,Millwall - Blackburn,,3.32,1,0,1,0
14/07/2020,22:30,Gil Vicente - Tondela,,3,1,0,3,2
15/07/2020,12:00,Mito-Yamaga,,3.05,2,0,2,2
15/07/2020,15:00,Ural - Arsenal Tula,,3.16,1,1,1,3
15/07/2020,19:00,Birmingham - Charlton,,3.15,0,0,1,1
16/07/2020,17:00,Ufa - Dynamo Moscow,,3.15,0,0,0,1
16/07/2020,19:30,Lokomotiv Moscow - CSKA Moscow,,3.16,1,0,2,1
16/07/2020,21:00,Getafe - Atl. Madrid,,2.97,0,0,0,2
17/07/2020,15:00,Trinec - Vlasim,,3.77,1,0,1,2
17/07/2020,19:00,Menemen Bld. - Altinordu,,3.31,0,0,1,1
17/07/2020,21:00,Malaga - Alcorcon,,2.98,1,0,2,0
18/07/2020,11:00,Jeonnam - Bucheon FC 1995,,2.92,0,0,2,0
18/07/2020,16:00,Smorgon - Arsenal Dzyarzhynsk,,2.96,1,0,1,1
18/07/2020,18:15,"AEL Larissa - Xanthi FC
",,2.84,0,0,0,0
18/07/2020,22:00,Castellon - UD Logrones,,2.86,1,0,1,1
19/07/2020,12:00,Mito - Machida,,3.05,2,0,4,0
19/07/2020,16:00,Barnsley - Nottingham,,3.29,0,0,1,0
19/07/2020,17:30,Falkenbergs - Helsingborg,,3.26,1,0,2,2
19/07/2020,22:00,Cartagena - Baleares,,2.72,0,0,0,0
20/07/2020,16:30,Mioveni - UTA Arad,,2.78,0,1,0,2
20/07/2020,19:00,Akropolis - Vasteras SK,,3.17,2,0,2,0
20/07/2020,21:00,Alcorcon - Girona,,3,0,0,2,0
21/07/2020,17:30,FC Rapid Bucuresti - FC Arges,,2.76,0,0,1,2
21/07/2020,20:00,Turnu Magurele - Petrolul,,2.14,0,0,0,0
21/07/2020,22:00,River Plate - Nacional Asuncion,,3.25,0,0,1,1
22/07/2020,17:30,HIFK - SJK,,3.1,1,0,2,1
22/07/2020,19:00,Hacken - AIK,,3.4,2,0,4,0
22/07/2020,21:30,Ituano - Ferroviaria,,2.92,0,0,0,0
23/07/2020,02:30,Corinthians - Palmeiras,,2.85,1,0,1,0
23/07/2020,16:00,Juventude - SER Caxias,,2.66,1,0,2,0
23/07/2020,19:00,Mjallby - Elfsborg,,3.16,0,4,0,5
23/07/2020,21:00,Pazarspor - Nevsehirspor,,2.93,1,0,2,1
23/07/2020,01:00,Sao Paulo - Bragantino,,3.52,2,2,2,3
24/07/2020,12:00,Hai Phong - Hong Linh Ha Tinh,,2.81,1,0,1,1
24/07/2020,18:15,Naft M.I.S - Persepolis,,2.55,0,1,1,2
24/07/2020,21:00,Venezia - Juve Stabia,,3.15,1,0,1,0
25/07/2020,12:00,Seongnam - Gangwon,,3.25,0,0,0,0
25/07/2020,16:00,TPS - Lahti,,3.16,0,1,1,3
25/07/2020,17:30,Trelleborgs - Dalkurd,,3.17,4,1,4,1
25/07/2020,20:00,Gaz Metan Medias - FCSB,,3.32,0,1,0,1
25/07/2020,23:30,Confianca - Santa Cruz,,3,0,0,0,0
26/07/2020,12:00,Machida - Tochigi,,2.69,2,0,2,0
26/07/2020,15:00,Patrocinense - Boa,,2.76,0,0,0,1
26/07/2020,17:30,AIK - Djurgarden,,3.08,0,0,0,1
26/07/2020,20:00,Barcelona B - Sabadell,,3.18,1,0,1,2
26/07/2020,22:00,Castellon - Cornella,,2.52,1,0,1,0
27/07/2020,18:00,Pars Janoobi Jam - Esteghlal F.C.,,2.71,0,1,0,2
27/07/2020,21:00,Difaa El Jadidi - Raja Casablanca,,2.71,0,0,0,0
28/07/2020,15:45,Zugdidi - Dusheti,,2.77,0,0,1,1
28/07/2020,18:00,Petrolul - FC Arges,,3.1,1,0,1,2
28/07/2020,23:00,Wydad - Mouloudia Oujda,,3.42,0,1,1,1
29/07/2020,02:30,Fortaleza - Ceara,,2.83,0,1,0,1
29/07/2020,12:00,Seongnam - Suwon Bluewings,,2.65,0,0,1,0
29/07/2020,18:00,FC Hermannstadt - Viitorul Constanta,,3.31,0,0,2,0
29/07/2020,20:30,Trabzonspor - Alanyaspor,,3.54,1,0,2,0
29/07/2020,00:00,Novorizontino - Botafogo SP,,2.9,0,0,0,2
30/07/2020,21:00,Difaa El Jadidi - Berkane,,2.5,0,0,0,0
30/07/2020,23:00,Raja Casablanca - Renaissance,,3.37,2,0,3,1
31/07/2020,18:00,Zob Ahan - Naft M.I.S,,2.91,0,1,1,1
31/07/2020,20:30,FCSB - CFR Cluj,,3.65,0,0,0,2
31/07/2020,22:00,Sp. Luqueno - River Plate,,3.23,0,1,0,1
01/08/2020,12:00,Jeju Utd - Jeonnam,,3.21,0,1,1,1
01/08/2020,15:00,Djurgarden - Hacken,,3.26,2,1,3,1
01/08/2020,17:00,Neftekhimik - FK Chayka,,2.93,0,0,1,1
01/08/2020,19:00,Esteghlal F.C. - Sepahan,,2.61,0,0,2,1
01/08/2020,21:45,Benfica - FC Porto,,3.17,0,0,1,2
02/08/2020,12:00,Gyeongnam - Anyang,,3.19,0,0,1,0
02/08/2020,14:30,Norrby - Jonkopings,,3.34,0,0,1,2
02/08/2020,17:00,FC Minsk - Rukh Brest,,3.35,0,1,0,1
02/08/2020,19:00,Monastir - Club Africain,,2.83,0,0,0,0
03/08/2020,00:00,Uberlandia - Boa,,3.06,0,1,2,2
03/08/2020,15:30,WIT Georgia - Gagra,,2.98,0,2,0,4
03/08/2020,18:00,Umea FC - Dalkurd,,3.04,0,2,1,2
03/08/2020,19:30,U Craiova - CFR Cluj,,3,1,1,1,3
04/08/2020,15:30,Shevardeni Tbilisi - Zugdidi,,3.17,1,0,3,1
04/08/2020,18:45,Finn Harps - Shelbourne,,2.91,0,1,0,1
05/08/2020,01:15,Campinense - Sousa,,3,0,0,0,0
05/08/2020,17:30,SJK - KuPS,,3.6,0,0,1,1
05/08/2020,21:00,Moghreb Tetouan - Raja Casablanca,,2.72,0,0,0,0
06/08/2020,02:30,Santa Cruz - Salgueiro,,3.51,0,0,0,0
06/08/2020,17:30,TPS - Honka,,3.32,0,0,0,2
06/08/2020,19:00,Torpedo Kutaisi - Telavi,,2.81,1,0,1,1
06/08/2020,23:00,Berkane - Wydad,,2.65,1,1,2,1
07/08/2020,16:30,Obolon Kyiv - Metalist 1925,,2.94,0,0,3,0
07/08/2020,19:00,Osters - Akropolis,,3.2,0,1,0,1
08/08/2020,02:30,Confianca - Parana,,2.68,0,1,2,2
08/08/2020,12:00,Montedio Yamagata - Kyoto,,3.24,2,2,3,4
08/08/2020,15:00,Orenburg - Neftekhimik,,3.43,1,0,1,0
08/08/2020,17:00,CA Cerro - Plaza Colonia,,2.97,0,0,1,0
08/08/2020,19:00,Raja Casablanca - Olympique de Safi,,3.4,2,0,2,0
08/08/2020,21:00,Chievo - Spezia,,2.79,2,0,2,0
09/08/2020,00:00,Manaus - Vila Nova FC,,2.58,0,0,1,1
09/08/2020,12:00,Machida - Chiba,,2.91,0,2,0,2
09/08/2020,14:30,Orebro - Goteborg,,3.54,0,0,1,1
09/08/2020,17:30,Lahti - Ilves,,3.2,2,0,3,2
09/08/2020,20:00,Nacional - Penarol,,2.87,1,0,1,1
10/08/2020,01:00,Ferroviario - Botafogo PB,,2.72,0,0,2,0
10/08/2020,12:30,Jeju Utd - Asan,,4.15,1,0,2,1
